foundation_ein,foundation_name,foundation_state,recipient_ein,recipient_name,amount,purpose_text,tax_year
276669056,HIMAN BROWN CHARITABLE TRUST,NY,271476998,HORIZONS GREATER WASHINGTON INC,100000,EDUCATIONAL,2020
812297831,THE SMART FAMILY FUND,IL,271476998,HORIZONS GREATER WASHINGTON INC,65000,GENERAL SUPPORT,2020
272764310,ALISANN AND TERRY COLLINS FOUNDATION,VA,271476998,HORIZONS GREATER WASHINGTON INC,30000,GENERAL USE,2020
530237223,HATTIE M STRONG FOUNDATION,VA,271476998,HORIZONS GREATER WASHINGTON INC,20000,OST (SUMMER-CAMP) ACADEMIC/HOLISTIC ENRICHMENT,2020
316039441,NELSON TALBOTT FOUNDATION,DC,271476998,HORIZONS GREATER WASHINGTON INC,13150,GENERAL NEEDS OR PURPOSE,2020
276669056,HIMAN BROWN CHARITABLE TRUST,NY,271476998,HORIZONS GREATER WASHINGTON INC,10000,EDUCATIONAL,2020
366141697,LUTHER I REPLOGLE FOUNDATION,MD,271476998,HORIZONS GREATER WASHINGTON INC,6000,GENERAL OPERATING SUPPORT,2020
546520936,THE ZIENTS FAMILY FOUNDATION,DC,271476998,HORIZONS GREATER WASHINGTON INC,5000,ANNUAL FUND,2020
812433446,SMART FAMILY FOUNDATION OF ILLINOIS,IL,271476998,HORIZONS GREATER WASHINGTON INC,5000,"CULTURAL, HISTORICAL & OTHER EDUCATIONAL",2020
742927126,The Webber Family Foundation,TX,271476998,HORIZONS GREATER WASHINGTON INC,2000,Support tuition-free academic programs for students in under-resourced communities,2020
476689769,DIAMOND MIND FOUNDATION,MD,271476998,HORIZONS GREATER WASHINGTON INC,2000,GENERAL OPERATING SUPPORT,2020
666012547,Henry L Kimelman Family Foundation,DE,271476998,HORIZONS GREATER WASHINGTON INC,2000,General & Unrestricted,2020
341595929,THE NORD FAMILY FOUNDATION,OH,271476998,HORIZONS GREATER WASHINGTON INC,500,GRANT FOR MATCH,2020
812297831,THE SMART FAMILY FUND,IL,271476998,HORIZONS GREATER WASHINGTON INC,50000,GENERAL SUPPORT,2019
530237223,HATTIE M STRONG FOUNDATION,VA,271476998,HORIZONS GREATER WASHINGTON INC,15000,OST (SUMMER-CAMP) ACADEMIC/HOLISTIC ENRICHMENT,2019
316039441,NELSON TALBOTT FOUNDATION,DC,271476998,HORIZONS GREATER WASHINGTON INC,15000,GENERAL NEEDS OR PURPOSE,2019
530237223,HATTIE M STRONG FOUNDATION,VA,271476998,HORIZONS GREATER WASHINGTON INC,10000,OST (SUMMER CAMP) ACADEMIC/HOLISTIC ENRICHMENT,2019
396125966,FEITLER FAMILY FUND,IL,271476998,HORIZONS GREATER WASHINGTON INC,10000,"CULTURAL, HISTORICAL AND OTHER EDUCATIONAL",2019
366141697,LUTHER I REPLOGLE FOUNDATION,MD,271476998,HORIZONS GREATER WASHINGTON INC,5000,GENERAL OPERATING SUPPORT,2019
208046545,RICE-CAMERON FAMILY FOUNDATION,DC,271476998,HORIZONS GREATER WASHINGTON INC,2000,CHARITABLE,2019
476689769,DIAMOND MIND FOUNDATION,MD,271476998,HORIZONS GREATER WASHINGTON INC,1000,GENERAL OPERATING SUPPORT,2019
396125966,FEITLER FAMILY FUND,IL,271476998,HORIZONS GREATER WASHINGTON INC,10000,"CULTURAL, HISTORICAL AND OTHER EDUCATIONAL",2018
366141697,LUTHER I REPLOGLE FOUNDATION,MD,271476998,HORIZONS GREATER WASHINGTON INC,5000,General Operating Support,2018
208046545,RICE-CAMERON FAMILY FOUNDATION,DC,271476998,HORIZONS GREATER WASHINGTON INC,1500,CHARITABLE,2018
381359264,WK Kellogg Foundation,MI,271476998,HORIZONS GREATER WASHINGTON INC,5000,Matching Grant,2017
208046545,RICE-CAMERON FAMILY FOUNDATION,DC,271476998,HORIZONS GREATER WASHINGTON INC,700,CHARITABLE,2017
133987111,IKDH FOUNDATION,MA,271476998,HORIZONS GREATER WASHINGTON INC,250,SUPPORT,2017
586001954,Joseph B Whitehead Foundation,GA,371747624,HORIZONS ATLANTA INC,500000,Expansion of academic enrichment program.,2023
586343477,THE SARA GILES MOORE FOUNDATION,GA,371747624,HORIZONS ATLANTA INC,100000,TO SUPPORT THE CHARITABLE MISSION OF THE RECIPIENT ORGANIZATION,2023
581890927,THE ZEIST FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,50000,EDUCATION,2023
581709417,GEORGIA POWER FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,40000,HORIZONS ATLANTA ACADEMIC AND ENRICHMENT PROGRAM,2023
237225012,JOHN H & WILHELMINA D HARLAND,GA,371747624,HORIZONS ATLANTA INC,25000,SUPPORT RECIPIENT ORGANIZATION'S CHARITABLE ACTIVITIES,2023
472317141,STOCKEL FAMILY FOUNDATION,CA,371747624,HORIZONS ATLANTA INC,25000,TRANSPORTATION SERVICES AND POOL RENTAL FEES,2023
274689647,THE PRIMERICA FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,25000,SUPPORT FOR SUMMER EDUCATION FOR LMI STUDENTS,2023
586403590,THE JOHN AND MARY NEFF FOUNDATION,GA,371747624,HORIZONS ATLANTA INC,20000,to support a six-week summer learning experience that supports students from underserved communities throughout their K-12 academic careers,2023
367754898,LULUMA CHARITABLE TRUST XXXXX8009,IL,371747624,HORIZONS ATLANTA INC,20000,GENERAL OPERATING,2023
200545315,JACK AND ANNE GLENN CHAR FDN,FL,371747624,HORIZONS ATLANTA INC,15000,ACADEMIC ENRICHMENT,2023
582064640,TW PRICE GILBERT JR CHARITABLE FUND,NV,371747624,HORIZONS ATLANTA INC,10000,GENERAL OPERATING,2023
431262762,Enterprise Holdings Foundation,MO,371747624,HORIZONS ATLANTA INC,5000,Program Support,2023
472594367,THE FISHER FAMILY FOUNDATION,OK,371747624,HORIZONS ATLANTA INC,2000,DONATION,2023
571002959,SCANSOURCE CHARITABLE FOUNDATION,SC,371747624,HORIZONS ATLANTA INC,2000,INSTRUCTORS - TECH COLLEGE,2023
586275452,Ron and Lisa Brill Charitable Trust,DE,371747624,HORIZONS ATLANTA INC,1000,Horizons Giving Day,2023
586275452,Ron and Lisa Brill Charitable Trust,DE,371747624,HORIZONS ATLANTA INC,1000,Horizons Giving Day,2023
586275452,Ron and Lisa Brill Charitable Trust,DE,371747624,HORIZONS ATLANTA INC,500,Holy Innocence,2023
586275452,Ron and Lisa Brill Charitable Trust,DE,371747624,HORIZONS ATLANTA INC,500,Holy Innocence,2023
586001954,Joseph B Whitehead Foundation,GA,371747624,HORIZONS ATLANTA INC,400000,Expansion of academic enrichment program.,2022
580566149,J BULOW CAMPBELL FOUNDATION,GA,371747624,HORIZONS ATLANTA INC,100000,SUPPORT EXEMPT PURPOSE OF THE RECIPIENT ORGANIZATION,2022
581890927,THE ZEIST FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,60000,EDUCATION,2022
586343477,THE SARA GILES MOORE FOUNDATION,GA,371747624,HORIZONS ATLANTA INC,50000,TO SUPPORT THE CHARITABLE MISSION OF THE RECIPIENT ORGANIZATION,2022
581209452,Oxford Industries Foundation Inc,GA,371747624,HORIZONS ATLANTA INC,50000,Operating Grant,2022
586343477,THE SARA GILES MOORE FOUNDATION,GA,371747624,HORIZONS ATLANTA INC,50000,TO SUPPORT THE CHARITABLE MISSION OF THE RECIPIENT ORGANIZATION,2022
274689647,THE PRIMERICA FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,30000,SUPPORT FOR SUMMER EDUCATION FOR LMI STUDENTS,2022
581868936,THE IMLAY FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,25000,TO FULFILL MISSION,2022
366725987,AEC Trust,DE,371747624,HORIZONS ATLANTA INC,25000,Summer Academic and Enrichment program,2022
472317141,STOCKEL FAMILY FOUNDATION,CA,371747624,HORIZONS ATLANTA INC,25000,FOR MEALS DURING SUMMER PROGRAM AND SWIM PROGRAM COMPETITIONS,2022
581709417,GEORGIA POWER FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,25000,HORIZONS ATLANTA SUMMER LEARNING AND ENRICHMENT PROGRAMS,2022
586045056,THE SARTAIN LANIER FAMILY FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,20000,TO SUPPORT THE MISSION OF THE RECIPIENT ORGANIZATION,2022
581648407,REALAN FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,20000,OPERATING & PROGRAM SUPPORT,2022
586403590,THE JOHN AND MARY NEFF FOUNDATION,GA,371747624,HORIZONS ATLANTA INC,20000,to support a six-week summer learning experience that supports students from underserved communities throughout their K-12 academic careers,2022
582064640,TW PRICE GILBERT JR CHARITABLE FUND,NV,371747624,HORIZONS ATLANTA INC,10000,GENERAL OPERATING,2022
261552762,PHILIP I KENT FOUNDATION,NV,371747624,HORIZONS ATLANTA INC,10000,GENERAL OPERATING,2022
586026879,ATL FDN-W PETERS MAIN,MO,371747624,HORIZONS ATLANTA INC,10000,GENERAL OPERATING,2022
581925844,THE RICHARD C MUNROE FOUNDATION INC,FL,371747624,HORIZONS ATLANTA INC,5000,GENERAL PURPOSE,2022
586026401,TR UW CHARLES I BRANAN,MO,371747624,HORIZONS ATLANTA INC,5000,GENERAL SUPPORT,2022
431262762,Enterprise Holdings Foundation,MO,371747624,HORIZONS ATLANTA INC,2500,Program Support,2022
133911396,LES PAUL FOUNDATION,NY,371747624,HORIZONS ATLANTA INC,2500,MENTORSHIP PROGRAM,2022
200721133,THE BANK OF AMERICA CHARITABLE,NC,371747624,HORIZONS ATLANTA INC,1000,PROGRAM/OPERATING SUPPORT,2022
586275452,Ron and Lisa Brill Charitable Trust,DE,371747624,HORIZONS ATLANTA INC,500,Holy Innocents Giving Day,2022
756038519,TEXAS INSTRUMENTS FOUNDATION,TX,371747624,HORIZONS ATLANTA INC,53,"DONATIONS TO COLLEGES, UNIVERSITIES AND OTHER ORGANIZATIONS UNDER ""MATCHING GIFTS PROGRAM.""",2022
586001954,Joseph B Whitehead Foundation,GA,371747624,HORIZONS ATLANTA INC,400000,Expansion of academic enrichment program.,2021
366725987,AEC Trust,DE,371747624,HORIZONS ATLANTA INC,25000,2021 Summer Academic and Enrichment Program,2021
472317141,STOCKEL FAMILY FOUNDATION,CA,371747624,HORIZONS ATLANTA INC,23000,SUMMER PROGRAM MEALS AND SWIM COMPETITION,2021
200545315,JACK AND ANNE GLENN CHAR FDN,FL,371747624,HORIZONS ATLANTA INC,15000,GENERAL OPERATING,2021
431262762,Enterprise Holdings Foundation,MO,371747624,HORIZONS ATLANTA INC,1500,Program Support,2021
586275452,Ron and Lisa Brill Charitable Trust,DE,371747624,HORIZONS ATLANTA INC,1000,Horizons Program at Holy Innocent's Episcopal School on Horizons Giving Day,2021
463022974,THE GOIZUETA FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,300000,PROGRAM,2020
581574705,The Coca-Cola Foundation Inc,GA,371747624,HORIZONS ATLANTA INC,155000,COVID-19 Relief Efforts,2020
581890927,THE ZEIST FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,75000,EDUCATION,2020
581709417,GEORGIA POWER FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,50000,INCREASING SUCCESS OF STUDENTS IN UNDERSERVED COMMUNITIES THROUGH INNOVATIVE SUMMER LEARNING PROGRAMS,2020
274689647,THE PRIMERICA FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,30000,SUPPORT FOR SUMMER EDUCATION FOR LMI STUDENTS,2020
237225012,JOHN H & WILHELMINA D HARLAND,GA,371747624,HORIZONS ATLANTA INC,25000,CURRENT OPERATIONS AT PURPOSE BUILT SCHOOLS,2020
261552762,PHILIP I KENT FOUNDATION,NV,371747624,HORIZONS ATLANTA INC,25000,GENERAL OPERATING,2020
586343477,THE SARA GILES MOORE FOUNDATION,GA,371747624,HORIZONS ATLANTA INC,25000,TO SUPPORT THE CHARITABLE MISSION OF THE RECIPIENT ORGANIZATION,2020
472317141,STOCKEL FAMILY FOUNDATION,CA,371747624,HORIZONS ATLANTA INC,24000,SUMMER PROGRAM MEALS,2020
581648407,REALAN FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,20000,DONATION TO FURTHER THE ORGANIZATION'S MISSION,2020
586045056,THE SARTAIN LANIER FAMILY FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,15000,TO SUPPORT THE MISSION OF THE RECIPIENT ORGANIZATION,2020
522189081,NORA ROBERTS FOUNDATION,MD,371747624,HORIZONS ATLANTA INC,3000,OPERATIONS,2020
586369445,THE JALS FAMILY FOUNDATION,GA,371747624,HORIZONS ATLANTA INC,2500,GENERAL SUPPORT OF ORGANIZATION,2020
431262762,Enterprise Holdings Foundation,MO,371747624,HORIZONS ATLANTA INC,1500,PROGRAM SUPPORT,2020
200499527,COUCHMAN & NOBLE FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,1000,EDUCATION,2020
200721133,THE BANK OF AMERICA CHARITABLE,NC,371747624,HORIZONS ATLANTA INC,500,GENERAL SUPPORT,2020
366082304,Arthur J Gallagher Foundation,IL,371747624,HORIZONS ATLANTA INC,417,GENERAL EXEMPT PURPOSE,2020
581709417,GEORGIA POWER FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,100000,INCREASING SUCCESS OF STUDENTS IN UNDERSERVED COMMUNITIES THROUGH INNOVATIVE SUMMER LEARNING PROGRAMS,2019
472317141,STOCKEL FAMILY FOUNDATION,CA,371747624,HORIZONS ATLANTA INC,30000,SUMMER PROGRAM MEALS,2019
274689647,THE PRIMERICA FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,25000,SUPPORT FOR SUMMER EDUCATION FOR LMI STUDENTS,2019
237225012,JOHN H & WILHELMINA D HARLAND,GA,371747624,HORIZONS ATLANTA INC,20000,CURRENT OPERATIONS,2019
586045056,THE SARTAIN LANIER FAMILY FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,15000,TO SUPPORT THE MISSION OF THE RECIPIENT ORGANIZATION,2019
582145618,Patterson Family Foundation Inc,DE,371747624,HORIZONS ATLANTA INC,10300,Swim Program,2019
582145618,Patterson Family Foundation Inc,DE,371747624,HORIZONS ATLANTA INC,5000,General & Unrestricted,2019
200721133,THE BANK OF AMERICA CHARITABLE,NC,371747624,HORIZONS ATLANTA INC,2500,PROGRAM/OPERATING SUPPORT,2019
586275452,Ron and Lisa Brill Charitable Trust,DE,371747624,HORIZONS ATLANTA INC,1000,Holy Innocents Project,2019
200721133,THE BANK OF AMERICA CHARITABLE,NC,371747624,HORIZONS ATLANTA INC,500,PROGRAM/OPERATING SUPPORT,2019
823675178,Flood Family Foundation II Inc,GA,371747624,HORIZONS ATLANTA INC,500,UNRESTRICTED,2019
581709417,GEORGIA POWER FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,75000,HORIZONS ATLANTA SUMMER ENRICHMENT PROGRAM FOR CHILDREN IN UNDERSERVED COMMUNITIES,2018
274689647,THE PRIMERICA FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,25000,SUPPORT FOR SUMMER EDUCATION FOR LMI STUDENTS,2018
586045056,THE SARTAIN LANIER FAMILY FOUNDATION INC,GA,371747624,HORIZONS ATLANTA INC,15000,TO SUPPORT THE MISSION OF THE RECIPIENT ORGANIZATION,2018
582064640,TW PRICE GILBERT JR CHARITABLE FUND,NV,371747624,HORIZONS ATLANTA INC,10000,PROMOTING 3RD GRADE READING,2017
346514375,STRANAHAN FOUNDATION,OH,461800850,HORIZONS OF KENT AND QUEEN ANNES INC,35000,HORIZONS STAFFING SUPPORT,2023
136633814,JOHN BEN SNOW MEMORIAL TR UW #839158,PA,461800850,HORIZONS OF KENT AND QUEEN ANNES INC,20000,TRANSPORTATION,2023
136633814,JOHN BEN SNOW MEMORIAL TR UW #839158,PA,461800850,HORIZONS OF KENT AND QUEEN ANNES INC,10000,TRANSPORTATION,2022
411864977,LAND O'LAKES FOUNDATION,MN,461800850,HORIZONS OF KENT AND QUEEN ANNES INC,500,DIRECT MEMBER MATCH,2022
454757108,SCHUMANN ROBERT F FDN-MAIN,NV,461800850,HORIZONS OF KENT AND QUEEN ANNES INC,30000,GENERAL OPERATING,2020
136633814,JOHN BEN SNOW MEMORIAL TR UW #839158,PA,461800850,HORIZONS OF KENT AND QUEEN ANNES INC,10000,GENERAL OPERATING PURPOSES,2020
346514375,STRANAHAN FOUNDATION,OH,461800850,HORIZONS OF KENT AND QUEEN ANNES INC,35000,CONTINUING OPERATING SUPPORT,2019
237049738,JPMORGAN CHASE FOUNDATION,NY,473680889,HORIZONS NEWARK INC,1654,MATCHING CONTRIBUTION (GENERAL OPERATING SUPPORT),2024
843875613,THEODORE AND MAXINE MURNICK FAMILY,NJ,473680889,HORIZONS NEWARK INC,46000,GENERAL SUPPORT,2023
221554541,VICTORIA FOUNDATION INC,NJ,473680889,HORIZONS NEWARK INC,35000,TO SUPPORT NEWARK YOUTHS IN THE HORIZONS NEWARK SUMMER INSTITUTE IN 2023,2023
222747584,ZYGMUNT AND AUDREY WILF FOUNDATION,NJ,473680889,HORIZONS NEWARK INC,15000,PROGRAM SUPPORT,2023
113578290,FREYGISH FOUNDATION,NY,473680889,HORIZONS NEWARK INC,10000,GENERAL & UNRESTRICTED GRANT,2023
726019363,HEYMANN WOLF FOUNDATION,LA,473680889,HORIZONS NEWARK INC,5000,GENERAL PURPOSES OF DONEE,2023
237049738,JPMORGAN CHASE FOUNDATION,NY,473680889,HORIZONS NEWARK INC,2000,GENERAL OPERATING SUPPORT,2023
141862146,THE RACHEL & DREW KATZ FOUNDATION INC,NJ,473680889,HORIZONS NEWARK INC,1000,CHARITABLE DONATION,2023
221554541,VICTORIA FOUNDATION INC,NJ,473680889,HORIZONS NEWARK INC,35000,TO SUPPORT NEWARK YOUTHS IN THE HORIZONS NEWARK SUMMER INSTITUTE IN 2022,2022
222747584,ZYGMUNT AND AUDREY WILF FOUNDATION,NJ,473680889,HORIZONS NEWARK INC,12500,PROGRAM SUPPORT,2022
726019363,HEYMANN WOLF FOUNDATION,LA,473680889,HORIZONS NEWARK INC,7500,GENERAL PURPOSES OF DONEE,2022
871693864,BLUE FOUNDRY CHARITABLE FOUNDATION INC,NJ,473680889,HORIZONS NEWARK INC,5000,EDUCATION,2022
237049738,JPMORGAN CHASE FOUNDATION,NY,473680889,HORIZONS NEWARK INC,2716,GENERAL OPERATING SUPPORT,2022
392066890,THE PRESENT FAMILY FOUNDATION INC,NJ,473680889,HORIZONS NEWARK INC,523,UNRESTRICTED,2022
871693864,BLUE FOUNDRY CHARITABLE FOUNDATION INC,NJ,473680889,HORIZONS NEWARK INC,500,EDUCATION,2022
141862146,THE RACHEL & DREW KATZ FOUNDATION INC,NJ,473680889,HORIZONS NEWARK INC,500,CHARITABLE DONATION,2021
222747584,ZYGMUNT AND AUDREY WILF FOUNDATION,NJ,473680889,HORIZONS NEWARK INC,15000,PROGRAM SUPPORT,2020
113578290,FREYGISH FOUNDATION,NY,473680889,HORIZONS NEWARK INC,5000,GENERAL & UNRESTRICTED GRANT,2020
726019363,HEYMANN WOLF FOUNDATION,LA,473680889,HORIZONS NEWARK INC,5000,GENERAL PURPOSES OF DONEE,2020
141862146,THE RACHEL & DREW KATZ FOUNDATION INC,NJ,473680889,HORIZONS NEWARK INC,1000,CHARITABLE DONATION,2020
392066890,THE PRESENT FAMILY FOUNDATION INC,NJ,473680889,HORIZONS NEWARK INC,500,UNRESTRICTED,2020
141862146,THE RACHEL & DREW KATZ FOUNDATION INC,NJ,473680889,HORIZONS NEWARK INC,2500,CHARITABLE DONATION,2019
113578290,FREYGISH FOUNDATION,NY,473680889,HORIZONS NEWARK INC,5000,General & Unrestricted,2018
521642558,RICHARD A HENSON FOUNDATION INC,MD,474423393,HORIZONS DELMARVA INC,10500,OPERATING EXPENSES,2024
473706867,The Dave and Patsy Rommel Foundation,MA,474423393,HORIZONS DELMARVA INC,1500,TO SUPPORT ADVANCED ACADEMIC OPPORTUNITIES FOR LOW-INCOME PUBLIC SCHOOL STUDENTS.,2024
521982272,DAVID A BRAMBLE FOUNDATION INC,MD,474423393,HORIZONS DELMARVA INC,500,GENERAL FUNDING,2024
521642558,RICHARD A HENSON FOUNDATION INC,MD,474423393,HORIZONS DELMARVA INC,10500,OPERATING EXPENSES,2023
263713283,THE PHILIP & BARBARA LONG FAMILY,MD,474423393,HORIZONS DELMARVA INC,7000,EDUCATION,2023
473706867,The Dave and Patsy Rommel Foundation,MA,474423393,HORIZONS DELMARVA INC,2000,TO SUPPORT ADVANCED ACADEMIC OPPORTUNITIES FOR LOW-INCOME PUBLIC SCHOOL STUDENTS.,2023
521642558,RICHARD A HENSON FOUNDATION INC,MD,474423393,HORIZONS DELMARVA INC,7500,OPERATING EXPENSES,2022
473706867,The Dave and Patsy Rommel Foundation,MA,474423393,HORIZONS DELMARVA INC,5000,To support advanced academic opportunities for low-income public school students.,2022
263713283,THE PHILIP & BARBARA LONG FAMILY,MD,474423393,HORIZONS DELMARVA INC,2500,EDUCATION,2022
526054332,Franklin P and Arthur W Perdue Foundation,DE,474423393,HORIZONS DELMARVA INC,500,General & Unrestricted,2022
521642558,RICHARD A HENSON FOUNDATION INC,MD,474423393,HORIZONS DELMARVA INC,7500,OPERATING EXPENSES,2021
526054332,Franklin P and Arthur W Perdue Foundation,DE,474423393,HORIZONS DELMARVA INC,4500,Horizons Summer Learning Program and Year-Round Academic Connections,2021
263713283,THE PHILIP & BARBARA LONG FAMILY,MD,474423393,HORIZONS DELMARVA INC,3500,EDUCATION,2021
263713283,THE PHILIP & BARBARA LONG FAMILY,MD,474423393,HORIZONS DELMARVA INC,6500,EDUCATION,2020
526054332,Franklin P and Arthur W Perdue Foundation,DE,474423393,HORIZONS DELMARVA INC,2500,General & Unrestricted,2020
201330518,THE HAZEL FARM PROPERTY FOUNDATION,MD,474423393,HORIZONS DELMARVA INC,1000,GENERAL SUPPORT,2020
263713283,THE PHILIP & BARBARA LONG FAMILY,MD,474423393,HORIZONS DELMARVA INC,4000,EDUCATION,2018
522207846,Jack Burbage Foundation Inc,MD,474423393,HORIZONS DELMARVA INC,105,"TO ASSIST WITH PROVIDING LOW INCOME WICOMICO COUNTY, MARYLAND PUBLIC SCHOOL STUDENTS WITH AN INTENSIVE ACADEMIC SUMMER TRAINING PROGRAM. STUDENTS FROM KINDERGARTEN THROUGH GRADE TWELVE ARE ELIGIBLE TO PARTICIPATE. HORIZONS GUIDES AND SUPPORTS STUDENTS DURING THE SCHOOL YEAR WITH TUTORING AND MENTORING SERVICES. HORIZONS GOAL IS TO DEVELOP THE WHOLE CHILD BY EMPHASIZING ACADEMIC, COMMUNITY, CULTURAL & RECREATIONAL ACTIVITIES THAT PROMOTE PROBLEM SOLVING SKILLS, FOSTER AWARENESS OF COMMUNITY RESPONSIBILITY, INSTILL RESPECT FOR ONESELF AND OTHERS AND ENCOURGE A LIFELONG LOVE OF LEARNING.",2018
