foundation_ein,foundation_name,foundation_state,recipient_ein,recipient_name,amount,purpose_text,tax_year
472746460,DOMINION ENERGY CHARITABLE FOUNDATION,VA,541946180,HORIZONS HAMPTON ROADS INC,6500,OUR CHOICES - OUR WORLD: FOSTERING COMMITTED ENVIRONMENTAL STEWARDS FOR HAMPTON ROADS & BEYOND,2024
540550100,BEAZLEY FOUNDATION INCORPORATED,VA,541946180,HORIZONS HAMPTON ROADS INC,50000,GRANT,2023
546038902,THE LANDMARK FOUNDATION,VA,541946180,HORIZONS HAMPTON ROADS INC,35000,EDUCATIONAL PROGRAMS,2023
541217447,THE BLOCKER FOUNDATION,VA,541946180,HORIZONS HAMPTON ROADS INC,30000,GENERAL OPERATING,2023
541463392,PORTSMOUTH GENERAL HOSPITAL,VA,541946180,HORIZONS HAMPTON ROADS INC,25000,SUMMER EDUCATION PROGRAM,2023
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,15000,PROGRAM/OPERATING SUPPORT,2023
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,15000,PROGRAM/OPERATING SUPPORT,2023
526033212,E C WAREHEIM FOUNDATION,NY,541946180,HORIZONS HAMPTON ROADS INC,10000,GENERAL USE,2023
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,8000,PROGRAM/OPERATING SUPPORT,2023
201258584,MILLER OIL FOUNDATION,VA,541946180,HORIZONS HAMPTON ROADS INC,7500,TO HELP CHILDREN OF POVERTY IMPROVE THEIR EDUCATION AND BREAK THE CYCLE OF POVERTY.,2023
582399946,SOUTHERN COMPANY GAS CHARITABLE,GA,541946180,HORIZONS HAMPTON ROADS INC,7500,SOCIAL JUSTICE / SUSTAINABILITY,2023
814749431,The Townsend Family Foundation,DE,541946180,HORIZONS HAMPTON ROADS INC,1000,General & Unrestricted,2023
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,523,PROGRAM/OPERATING SUPPORT,2023
540761802,WE MCGUIRE CHARITABLE FOUNDATION,VA,541946180,HORIZONS HAMPTON ROADS INC,500,ARTS & CULTURE,2023
540550100,BEAZLEY FOUNDATION INCORPORATED,VA,541946180,HORIZONS HAMPTON ROADS INC,50000,SUMMER CAMPS,2022
546038902,THE LANDMARK FOUNDATION,VA,541946180,HORIZONS HAMPTON ROADS INC,25000,EDUCTIONAL PROGRAMS,2022
541463392,PORTSMOUTH GENERAL HOSPITAL,VA,541946180,HORIZONS HAMPTON ROADS INC,21000,SUMMER EDUCATION PROGRAM,2022
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,15000,PROGRAM/OPERATING SUPPORT,2022
541217447,THE BLOCKER FOUNDATION,VA,541946180,HORIZONS HAMPTON ROADS INC,15000,GENERAL OPERATING,2022
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,15000,PROGRAM/OPERATING SUPPORT,2022
526033212,E C WAREHEIM FOUNDATION,NY,541946180,HORIZONS HAMPTON ROADS INC,10000,GENERAL OPERATING,2022
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,8000,PROGRAM/OPERATING SUPPORT,2022
814749431,The Townsend Family Foundation,DE,541946180,HORIZONS HAMPTON ROADS INC,1500,General & Unrestricted,2022
540761802,WE MCGUIRE CHARITABLE FOUNDATION,VA,541946180,HORIZONS HAMPTON ROADS INC,1000,ARTS & CULTURE,2022
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,500,PROGRAM/OPERATING SUPPORT,2022
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,15000,OPERATIONAL SUPPORT,2021
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,15000,OPERATIONAL SUPPORT,2021
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,8000,OPERATIONAL SUPPORT,2021
540761802,WE MCGUIRE CHARITABLE FOUNDATION,VA,541946180,HORIZONS HAMPTON ROADS INC,1000,ARTS & CULTURE,2021
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,15000,GENERAL SUPPORT,2020
540550100,BEAZLEY FOUNDATION INCORPORATED,VA,541946180,HORIZONS HAMPTON ROADS INC,12000,ENRICHMENT PROGRAM,2020
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,10000,GENERAL SUPPORT,2020
251822243,DOLLAR BANK FOUNDATION,PA,541946180,HORIZONS HAMPTON ROADS INC,2500,ASSISTANCE FOR SOCIAL SERVICES,2020
540761802,WE MCGUIRE CHARITABLE FOUNDATION,VA,541946180,HORIZONS HAMPTON ROADS INC,1250,ARTS & CULTURE,2020
540550100,BEAZLEY FOUNDATION INCORPORATED,VA,541946180,HORIZONS HAMPTON ROADS INC,52500,SUMMER ENRICHMENT PROGRAM,2019
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,15000,PROGRAM/OPERATING SUPPORT,2019
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,10000,PROGRAM/OPERATING SUPPORT,2019
540761802,WE MCGUIRE CHARITABLE FOUNDATION,VA,541946180,HORIZONS HAMPTON ROADS INC,1000,GENERAL,2019
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,400,PROGRAM/OPERATING SUPPORT,2019
540550100,BEAZLEY FOUNDATION INCORPORATED,VA,541946180,HORIZONS HAMPTON ROADS INC,52500,SUMMER ENRICHMENT PROGRAM,2018
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,15000,PROGRAM/OPERATING SUPPORT,2018
200721133,THE BANK OF AMERICA CHARITABLE,NC,541946180,HORIZONS HAMPTON ROADS INC,10000,PROGRAM/OPERATING SUPPORT,2018
200721133,THE BANK OF AMERICA CHARITABLE,NC,812915448,HORIZONS STUDENT OPPORTUNITIES AND,25000,PROGRAM/OPERATING SUPPORT,2022
200721133,THE BANK OF AMERICA CHARITABLE,NC,812915448,HORIZONS STUDENT OPPORTUNITIES AND,10000,PROGRAM/OPERATING SUPPORT,2022
061468578,RITTER FAMILY FOUNDATION,CT,814133542,HORIZONS AT CT STATE NORWALK INC,50000,DONATION,2024
061468578,RITTER FAMILY FOUNDATION,CT,814133542,HORIZONS AT CT STATE NORWALK INC,50000,DONATION,2023
133922199,THE JAMES AND JUDITH K DIMON FOUNDATION,NY,814133542,HORIZONS AT CT STATE NORWALK INC,25000,PROGRAM SUPPORT,2023
581861919,The Bauer Family Foundation Inc,CT,814133542,HORIZONS AT CT STATE NORWALK INC,10000,Operational Support,2023
472630731,THE SCRIPPS FAMILY FUND FOR EDUCATION,KY,814133542,HORIZONS AT CT STATE NORWALK INC,10000,ACADEMIC AND ENRICHMENT PROGRAM,2023
061157888,STANLEY FAMILY FOUNDATION,NY,814133542,HORIZONS AT CT STATE NORWALK INC,10000,TO SUPPORT THE ORGANIZATION'S MISSION,2023
266141110,NEIL & SANDRA DEFEO FAMILY FOUNDATI,FL,814133542,HORIZONS AT CT STATE NORWALK INC,2500,EDUCATION,2023
136158857,OPPENHEIM FAMILY FUND INC,NY,814133542,HORIZONS AT CT STATE NORWALK INC,2000,UNRESTRICTED GRANT FOR DONEE'S EXEMPT PURPOSE,2023
461509070,BROTHERS BROOK FOUNDATION,CO,814133542,HORIZONS AT CT STATE NORWALK INC,50000,FIGHT POVERTY / EDUCATION,2022
061468578,RITTER FAMILY FOUNDATION,CT,814133542,HORIZONS AT CT STATE NORWALK INC,50000,DONATION,2022
133922199,THE JAMES AND JUDITH K DIMON FOUNDATION,NY,814133542,HORIZONS AT CT STATE NORWALK INC,25000,PROGRAM SUPPORT,2022
581861919,The Bauer Family Foundation Inc,CT,814133542,HORIZONS AT CT STATE NORWALK INC,15000,Operational Support,2022
061157888,STANLEY FAMILY FOUNDATION,NY,814133542,HORIZONS AT CT STATE NORWALK INC,15000,TO SUPPORT THE ORGANIZATION'S MISSION,2022
136158857,OPPENHEIM FAMILY FUND INC,NY,814133542,HORIZONS AT CT STATE NORWALK INC,12000,UNRESTRICTED GRANT FOR DONEE'S EXEMPT PURPOSE,2022
472630731,THE SCRIPPS FAMILY FUND FOR EDUCATION,KY,814133542,HORIZONS AT CT STATE NORWALK INC,10000,ACADEMIC SUCCESS AND ENRICHMENT,2022
061468578,RITTER FAMILY FOUNDATION,CT,814133542,HORIZONS AT CT STATE NORWALK INC,50000,DONATION,2021
472630731,THE SCRIPPS FAMILY FUND FOR EDUCATION,KY,814133542,HORIZONS AT CT STATE NORWALK INC,10000,GENERAL OPERATIONS,2021
061468578,RITTER FAMILY FOUNDATION,CT,814133542,HORIZONS AT CT STATE NORWALK INC,40000,DONATION,2020
061157888,STANLEY FAMILY FOUNDATION,NY,814133542,HORIZONS AT CT STATE NORWALK INC,25000,TO SUPPORT THE ORGANIZATION'S MISSION,2020
136158857,OPPENHEIM FAMILY FUND INC,NY,814133542,HORIZONS AT CT STATE NORWALK INC,10000,UNRESTRICTED GRANT FOR DONEE'S EXEMPT PURPOSE,2020
581861919,The Bauer Family Foundation Inc,CT,814133542,HORIZONS AT CT STATE NORWALK INC,5000,Operational Support,2020
461509070,BROTHERS BROOK FOUNDATION,CO,814133542,HORIZONS AT CT STATE NORWALK INC,40000,"Fight Poverty, Improve Education",2019
061468578,RITTER FAMILY FOUNDATION,CT,814133542,HORIZONS AT CT STATE NORWALK INC,40000,DONATION,2019
061604276,HOLLOWAY FAMILY FOUNDATION,FL,814133542,HORIZONS AT CT STATE NORWALK INC,30000,TO ENABLE CHARITABLE ORGANIZATION TO CARRY OUT ITS EXEMPT FUNCTION,2019
136158857,OPPENHEIM FAMILY FUND INC,NY,814133542,HORIZONS AT CT STATE NORWALK INC,20000,UNRESTRICTED GRANT FOR DONEE'S EXEMPT PURPOSE,2019
461509070,BROTHERS BROOK FOUNDATION,CO,814133542,HORIZONS AT CT STATE NORWALK INC,40000,"Fight Poverty, Improve Education",2018
061468578,RITTER FAMILY FOUNDATION,CT,814133542,HORIZONS AT CT STATE NORWALK INC,30000,DONATION,2018
061604276,HOLLOWAY FAMILY FOUNDATION,FL,814133542,HORIZONS AT CT STATE NORWALK INC,25000,TO ENABLE CHARITABLE ORGANIZATION TO CARRY OUT ITS EXEMPT FUNCTION,2018
136224125,FLORENCE V BURDEN FOUNDATION,NY,833059979,HORIZONS NEW JERSEY,15000,EDUCATION,2023
061468578,RITTER FAMILY FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,60000,DONATION,2024
822658347,The John and Ethel Kashulon Foundation,DE,834544991,HORIZONS BRIDGEPORT,20000,Notre Dame summer program and their High School program at Sacred Heart University.,2024
270729341,TAUCK FAMILY FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,100000,GENERAL OPERATING SUPPORT GRANT,2023
061468578,RITTER FAMILY FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,95000,DONATION,2023
472630731,THE SCRIPPS FAMILY FUND FOR EDUCATION,KY,834544991,HORIZONS BRIDGEPORT,80000,SUPPORT THE NOTRE DAME AFFILIATE AND EXPANSION OF THE HIGH SCHOOL PROGRAM,2023
237982138,PRITCHARD FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,50000,UNRESTRICTED CHARITABLE PUPROSES,2023
920836768,WHITTAKER FAMILY FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,25000,OUT-OF-SCHOOL-TIME LEARNING PROGRAM,2023
201069019,DAVID AND GERI EPSTEIN,CT,834544991,HORIZONS BRIDGEPORT,25000,GENERAL SUPPORT,2023
920836768,WHITTAKER FAMILY FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,25000,OUT-OF-SCHOOL-TIME LEARNING PROGRAM,2023
133151548,The Herbert & Nell Singer Foundation Inc,DE,834544991,HORIZONS BRIDGEPORT,25000,Horizons Bridgeport Regional High School Program for post secondary success,2023
141864317,TD CHARITABLE FOUNDATION,ME,834544991,HORIZONS BRIDGEPORT,15000,EXPANSION OF K-8 OUT OF SCHOOL TIME PROGRAM,2023
237966458,Hilda & Preston Davis Foundation,VA,834544991,HORIZONS BRIDGEPORT,15000,Education Programs,2023
510494444,THE MOSS FAMILY FOUNDATION,NY,834544991,HORIZONS BRIDGEPORT,10000,CHARITABLE,2023
822658347,The John and Ethel Kashulon Foundation,DE,834544991,HORIZONS BRIDGEPORT,10000,expansion of Horizons Program at Notre Dame high school,2023
134200689,AVANGRID FOUNDATION INC,CT,834544991,HORIZONS BRIDGEPORT,10000,COMMUNITY PROGRAMS,2023
223019876,GRACE J FIPPINGER FOUNDATION INC,CT,834544991,HORIZONS BRIDGEPORT,10000,EDUCATION,2023
043576803,DAVID E RETIK AND CHRISTOPHER D MELLO,MA,834544991,HORIZONS BRIDGEPORT,10000,PROGRAM SUPPORT,2023
222533743,THE EMILY HALL TREMAINE FOUNDATION INC,CT,834544991,HORIZONS BRIDGEPORT,1000,EDUCATION - GENERAL OPERATING,2023
472630731,THE SCRIPPS FAMILY FUND FOR EDUCATION,KY,834544991,HORIZONS BRIDGEPORT,80000,SUPPORT FOR THE NOTRE DAME AFFILIATE,2022
270729341,TAUCK FAMILY FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,65000,GENERAL OPERATING SUPPORT GRANT,2022
133151548,The Herbert & Nell Singer Foundation Inc,DE,834544991,HORIZONS BRIDGEPORT,50000,Horizons Bridgeport High School and College Programming,2022
061468578,RITTER FAMILY FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,25000,DONATION,2022
201069019,DAVID AND GERI EPSTEIN,CT,834544991,HORIZONS BRIDGEPORT,25000,GENERAL SUPPORT,2022
133244207,THE O'HERRON FAMILY FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,18750,UNRESTRICTED,2022
270729341,TAUCK FAMILY FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,15500,CAPACITY BUILDING GRANT,2022
510494444,THE MOSS FAMILY FOUNDATION,NY,834544991,HORIZONS BRIDGEPORT,10000,CHARITABLE,2022
237982138,PRITCHARD FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,10000,UNRESTRICTED CHARITABLE PUPROSES,2022
223019876,GRACE J FIPPINGER FOUNDATION INC,CT,834544991,HORIZONS BRIDGEPORT,10000,EDUCATION,2022
822658347,The John and Ethel Kashulon Foundation,DE,834544991,HORIZONS BRIDGEPORT,10000,Horizons Programming at Notre Dame High School,2022
133949885,THE MCINERNEY FAMILY FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,8000,CHARITABLE CONTRIBUTION,2022
134163899,MBIA FOUNDATION,NY,834544991,HORIZONS BRIDGEPORT,3650,GENERAL OPERATING PURPOSE,2022
222533743,THE EMILY HALL TREMAINE FOUNDATION INC,CT,834544991,HORIZONS BRIDGEPORT,3000,COMMUNITY PROJECTS - GENERAL OPERATING,2022
330846153,CHARLES H WEINMAN FOUNDATION FOR,CT,834544991,HORIZONS BRIDGEPORT,1000,SUPPORT OF ORGANIZATION,2022
472630731,THE SCRIPPS FAMILY FUND FOR EDUCATION,KY,834544991,HORIZONS BRIDGEPORT,80000,SUPPORTING THE NOTRE DAME AFFILIATE AND EXPANSION TO A NEW SITE IN BRIDGEPORT,2021
061468578,RITTER FAMILY FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,50000,DONATION,2021
133151548,The Herbert & Nell Singer Foundation Inc,DE,834544991,HORIZONS BRIDGEPORT,50000,Horizons Bridgeport High School and College Programming,2021
822658347,The John and Ethel Kashulon Foundation,DE,834544991,HORIZONS BRIDGEPORT,20000,"funding for academic support, social-emotional learning, and enrichment opportunities for Bridgeport Students",2021
330846153,CHARLES H WEINMAN FOUNDATION FOR,CT,834544991,HORIZONS BRIDGEPORT,20000,SUPPORT OF ORGANIZATION,2021
133244207,THE O'HERRON FAMILY FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,15000,UNRESTRICTED,2021
472630731,THE SCRIPPS FAMILY FUND FOR EDUCATION,KY,834544991,HORIZONS BRIDGEPORT,80000,"SUPPORT FOR GENERAL OPERATING EXPENSES OF THE ORGRANIZATION, GROWTH OF THE HIGH SCHOOL PROGRAM, AND THE HORIZONS AT NOTRE DAME AFFILIATE",2020
133151548,The Herbert & Nell Singer Foundation Inc,DE,834544991,HORIZONS BRIDGEPORT,50000,General & Unrestricted,2020
201069019,DAVID AND GERI EPSTEIN,CT,834544991,HORIZONS BRIDGEPORT,25000,GENERAL SUPPORT,2020
061547852,THE PETER AND CARMEN LUCIA BUCK,NY,834544991,HORIZONS BRIDGEPORT,25000,GENERAL OPERATING SUPPORT,2020
133244207,THE O'HERRON FAMILY FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,10000,UNRESTRICTED,2020
270729341,TAUCK FAMILY FOUNDATION,CT,834544991,HORIZONS BRIDGEPORT,5000,COVID-19 RESPONSE GRANT,2020
222533743,THE EMILY HALL TREMAINE FOUNDATION INC,CT,834544991,HORIZONS BRIDGEPORT,3000,GENERAL OPERATING SUPPORT,2020
222533743,THE EMILY HALL TREMAINE FOUNDATION INC,CT,834544991,HORIZONS BRIDGEPORT,2825,GENERAL OPERATIONS,2019
260135787,CHILDREN CAN SHAPE THE FUTURE INC,PA,842019675,HORIZONS GREATER PHILADELPHIA INC,20000,GENERAL OPERATING SUPPORT,2024
273420282,THE CEDARCREST CHARITABLE FOUNDATION AKA,DE,842019675,HORIZONS GREATER PHILADELPHIA INC,10000,Curriculum Support,2024
232272057,THE NATIONAL ARTS PROGRAM FOUNDATION,PA,842019675,HORIZONS GREATER PHILADELPHIA INC,10000,ART EXHIBITION & CONTEST AWARDS,2024
273420282,THE CEDARCREST CHARITABLE FOUNDATION AKA,DE,842019675,HORIZONS GREATER PHILADELPHIA INC,5000,Regional Professional Learning Day,2024
207410435,HELEN'S HOPE FOUNDATION,PA,842019675,HORIZONS GREATER PHILADELPHIA INC,50000,GENERAL SUPPORT,2023
351950691,CENTERPOINT ENERGY FOUNDATION INC,TX,842019675,HORIZONS GREATER PHILADELPHIA INC,18000,GENERAL DONATION,2023
521951681,Annie E Casey Foundation Inc,MD,842019675,HORIZONS GREATER PHILADELPHIA INC,10000,PROVIDE GENERAL OPERATING SUPPORT,2023
227723097,LEO NIESSEN JR CHARITABLE TR-MAIN,MO,842019675,HORIZONS GREATER PHILADELPHIA INC,5000,GENERAL OPERATING,2023
232272057,THE NATIONAL ARTS PROGRAM FOUNDATION,PA,842019675,HORIZONS GREATER PHILADELPHIA INC,3500,ART EXHIBITION & CONTEST AWARDS,2023
200721133,THE BANK OF AMERICA CHARITABLE,NC,842019675,HORIZONS GREATER PHILADELPHIA INC,300,PROGRAM/OPERATING SUPPORT,2023
200721133,THE BANK OF AMERICA CHARITABLE,NC,842019675,HORIZONS GREATER PHILADELPHIA INC,150,PROGRAM/OPERATING SUPPORT,2023
207410435,HELEN'S HOPE FOUNDATION,PA,842019675,HORIZONS GREATER PHILADELPHIA INC,25000,GENERAL UNRESTRICTED,2022
134229063,WSFS CARES FOUNDATION,DE,842019675,HORIZONS GREATER PHILADELPHIA INC,25000,EDUCATION & LEADERSHIP DEVELOPMENT,2022
141864317,TD CHARITABLE FOUNDATION,ME,842019675,HORIZONS GREATER PHILADELPHIA INC,10000,ACADEMIC RECOVERY: LITERACY EXPANSION INITIATIVE,2022
237839035,THE PATRICIA KIND FAMILY FOUNDATION,PA,842019675,HORIZONS GREATER PHILADELPHIA INC,10000,WELLNESS GRANT,2022
137109402,Challenger Foundation,NY,842019675,HORIZONS GREATER PHILADELPHIA INC,35000,general,2021
043556844,BOSTON SCIENTIFIC FOUNDATION INC,MA,843317487,HORIZONS GREATER BOSTON INC,8000,HORIZONS GREATER BOSTON,2023
833485439,Pratima and Vikrant Raina Family,MA,843317487,HORIZONS GREATER BOSTON INC,3000,General Support,2023
050493445,AMICA COMPANIES FOUNDATION,RI,843317487,HORIZONS GREATER BOSTON INC,613,GENERAL PURPOSE,2023
046903459,Bierly Boasberg Foundation,MA,843317487,HORIZONS GREATER BOSTON INC,500,General Support,2023
046903459,Bierly Boasberg Foundation,MA,843317487,HORIZONS GREATER BOSTON INC,500,General Support,2022
050493445,AMICA COMPANIES FOUNDATION,RI,843317487,HORIZONS GREATER BOSTON INC,438,GENERAL PURPOSE,2022
136083839,THE PFIZER FOUNDATION INC,NY,843317487,HORIZONS GREATER BOSTON INC,100,MATCHING GIFTS,2022
223317340,Eastern Bank Foundation,MA,843317487,HORIZONS GREATER BOSTON INC,5000,EXEMPT PURPOSE,2020
222773808,RICHARD K LUBIN FAMILY FOUNDATION,MA,843317487,HORIZONS GREATER BOSTON INC,1000,TO PROVIDE SUPPORT FOR THE NEEDS OF THE ORGANIZATION.,2020
131623879,ALTMAN FOUNDATION,NY,851000631,HORIZONS NEW YORK CITY,75000,TO EXPAND HORIZONS PROGRAMS THROUGHOUT THE FIVE BOROUGHS AND SUSTAIN EXISTING PROGRAMS,2023
061518993,THE KITE KEY FOUNDATION,CA,851000631,HORIZONS NEW YORK CITY,25000,GENERAL OPERATING SUPPORT,2023
132989476,NEW YORK LIFE FOUNDATION,NY,851000631,HORIZONS NEW YORK CITY,25000,CCA GENERAL,2023
237049738,JPMORGAN CHASE FOUNDATION,NY,851000631,HORIZONS NEW YORK CITY,10000,GENERAL OPERATING SUPPORT,2023
116037021,Zeitz Foundation Inc,NY,851000631,HORIZONS NEW YORK CITY,4528,DONATION,2023
116037021,Zeitz Foundation Inc,NY,851000631,HORIZONS NEW YORK CITY,4528,DONATION,2023
853522306,ANNABELLE FOUNDATION,NY,851000631,HORIZONS NEW YORK CITY,2000,GENERAL DONATION,2023
133499384,The Joseph H Flom Foundation,NY,851000631,HORIZONS NEW YORK CITY,100000,Support to enable Horizons to continue to offer its summer programming to reduce learning loss and to increase student swim skills to prevent drowning in under-served-communities,2022
853522306,ANNABELLE FOUNDATION,NY,851000631,HORIZONS NEW YORK CITY,2000,GENERAL DONATION,2022
650330579,JONATHAN D AND MARK C LEWIS,FL,851000631,HORIZONS NEW YORK CITY,1500,GENERAL SUPPORT,2022
141864317,TD CHARITABLE FOUNDATION,ME,851000631,HORIZONS NEW YORK CITY,10000,ACADEMIC ENRICHMENT PROGRAM,2021
141864317,TD CHARITABLE FOUNDATION,ME,851000631,HORIZONS NEW YORK CITY,15000,HORIZONS BROOKLYN ACADEMIC ENRICHMENT PROGRAM,2020
141864317,TD CHARITABLE FOUNDATION,ME,851000631,HORIZONS NEW YORK CITY,7500,HORIZONS ENRICHMENT PROGRAM,2019
854230711,FLETCHER BEACON FOUNDATION INC,AZ,882306672,HORIZONS NATIONAL CHICAGO,1000,GENERAL USE,2023
561844198,EDDIE AND JO ALLISON SMITH,NC,990765499,HORIZONS OF PITT COUNTY,15000,2024 SUMMER PROGRAM,2023
205854615,FOX FAMILY FOUNDATION,CO,990818802,HORIZONS COLORADO,10000,YOUTH SERVICES,2024
510172279,ADOLPH COORS FOUNDATION,CO,990818802,HORIZONS COLORADO,10000,GENERAL OPERATING GRANT,2022
